song_title,artist,confidence,source_bvid,source_video_title,source_video_url,uploader
地球大爆炸（ちきゅう大爆発）,,0.89,BV1pR4y1W7M7,【MV】地球大爆炸（ちきゅう大爆発）／P丸様。（p_ma_ru),https://www.bilibili.com/video/BV1pR4y1W7M7,p_ma_ru
境界線(边界线),amazarashi 音乐分享,0.89,BV1Rg411W7qB,[4K Hi-Res] 境界線(边界线)-amazarashi [24bit/48kHz] 音乐分享,https://www.bilibili.com/video/BV1Rg411W7qB,FlyingTiercel
外国人看中国歌曲 评论翻译,,0.89,BV1VW411y7zE,外国人看中国歌曲【筷子兄弟—父亲】 评论翻译：哭得停不下了！,https://www.bilibili.com/video/BV1VW411y7zE,空格魂
屠洪刚,精忠报国,0.89,BV11x411c7zV,屠洪刚-精忠报国,https://www.bilibili.com/video/BV11x411c7zV,空之相簿2
广寒宫 官方版,丸子呦 (1080P),0.89,BV1C4411g7xX,广寒宫 官方版 - 丸子呦 (1080P),https://www.bilibili.com/video/BV1C4411g7xX,利是喵
庾澄庆,春泥,0.89,BV1wx411v7wm,庾澄庆 - 春泥,https://www.bilibili.com/video/BV1wx411v7wm,谢阳DM
彼女は旅に出る,鎖那,0.89,BV1fy4y1B7yQ,彼女は旅に出る / 鎖那,https://www.bilibili.com/video/BV1fy4y1B7yQ,鎖那_official
德国儿歌Heäschenlied,Schnuffel,0.89,BV1kM411s7xp,德国儿歌Heäschenlied—Schnuffel,https://www.bilibili.com/video/BV1kM411s7xp,苏洛离Solakli
新,九九八十一,0.89,BV1Yx411n7pR,【取经计划·原创】新·九九八十一【泠鸢】,https://www.bilibili.com/video/BV1Yx411n7pR,泠鸢yousa
新补完神曲,林原惠美,0.89,BV1KM4y1V7Tt,【EVA:终】新补完神曲：林原惠美—『VOYAGER ～日付のない墓標 』,https://www.bilibili.com/video/BV1KM4y1V7Tt,RedKnight-TG
早見沙織）,可愛くてごめん 『很抱歉我这么可爱』feat. ちゅーたん（CV,0.89,BV1iy4y1Z7Ri,可愛くてごめん 『很抱歉我这么可爱』feat. ちゅーたん（CV：早見沙織）／HoneyWorks,https://www.bilibili.com/video/BV1iy4y1Z7Ri,HoneyWorks
星野源,喜劇 ( ),0.89,BV1a34y1h74C,【官方】星野源 – 喜劇 (Official Video),https://www.bilibili.com/video/BV1a34y1h74C,星野源
有点甜,Kobo,0.89,BV1vN4y1776R,【Kobo中文歌切熟】有点甜 - Kobo,https://www.bilibili.com/video/BV1vN4y1776R,浦川实Offical
歌行四方,AI歌手X非遗音乐,0.89,BV1Yp4y1j7jX,【洛天依游学记原创曲】歌行四方 | AI歌手X非遗音乐,https://www.bilibili.com/video/BV1Yp4y1j7jX,洛天依
残酷な天使のテーゼ,新世纪福音战士,0.89,BV1Xe4y1n7EL,【YuNi】残酷な天使のテーゼ/新世纪福音战士/翻唱,https://www.bilibili.com/video/BV1Xe4y1n7EL,YuNi_Official
油管转发150万视频,,0.89,BV1eb411W7Xt,"油管转发150万视频：两小孩用口技还原小马丁的animals,在网易云找到了!",https://www.bilibili.com/video/BV1eb411W7Xt,别白给了呀
洛天依&HoneyWorks,,0.89,BV1pX4y1a7Cd,洛天依&HoneyWorks| Ah~今天一定要传递爱意，好きなんです 【恋爱色魔法】,https://www.bilibili.com/video/BV1pX4y1a7Cd,洛天依
深海少女,deep sea girl,0.89,BV1rM411U7T8,【初音ミク】深海少女 -deep sea girl-【ゆうゆ】,https://www.bilibili.com/video/BV1rM411U7T8,阿赫official
火影忍者疾风传OP6 版 FLOW,Sign,0.89,BV1hN411S7MZ,【4K双字】火影忍者疾风传OP6【THE FIRST TAKE】版  FLOW—Sign,https://www.bilibili.com/video/BV1hN411S7MZ,Stars君
火影忍者鸣人传OP8『Re,FLOW,0.89,BV1mW4y1F71h,【4K/中日歌词】火影忍者鸣人传OP8『Re:member』,https://www.bilibili.com/video/BV1mW4y1F71h,JPL兔叽
灰姑娘,OTOIRO Director: ぬヴェントス Art Director: DMYM,0.89,BV1Pb4y14761,【自己解释PV】灰姑娘/初音ミク【利波 雷】,https://www.bilibili.com/video/BV1Pb4y14761,妄想Delusions
熟悉吗？神兵小将,梦的光点,0.89,BV1vW41177zE,熟悉吗？神兵小将——梦的光点,https://www.bilibili.com/video/BV1vW41177zE,Royal丶Gay
狮子座,,0.89,BV1HS4y1A7ro,【超时空要塞40周年合唱】狮子座——女武神×兰卡×雪莉露,https://www.bilibili.com/video/BV1HS4y1A7ro,次元团
献给历久弥新的中华戏曲,戏游九州,0.89,BV1HWkwYWETx,献给历久弥新的中华戏曲｜戏游九州,https://www.bilibili.com/video/BV1HWkwYWETx,洛天依
百万级装备试听 Fire,Gavin DeGraw,0.89,BV1Qm4y1C7sA,百万级装备试听 Fire - Gavin DeGraw【Hi-Res】,https://www.bilibili.com/video/BV1Qm4y1C7sA,JLRS日落fm
目击！Teto31世,はろける・HALLO CEL）,0.89,BV1No1MBjErV,【重音/雨衣/授权代发/中译版】目击！Teto31世/目撃！テト31世🎉🎃🧟（BY：はろける・HALLO CEL）,https://www.bilibili.com/video/BV1No1MBjErV,苏维埃冰棺中的伊利亚
神的随波逐流,中文版,0.89,BV1yx411P71w,【泠鸢·填词】神的随波逐流-中文版【神的自我催眠= =b】,https://www.bilibili.com/video/BV1yx411P71w,泠鸢yousa
禁忌边界线,,0.89,BV1qN4y137PQ,【超时空要塞40周年合唱】禁忌边界线——女武神×兰卡×雪莉露,https://www.bilibili.com/video/BV1qN4y137PQ,次元团
稲葉曇『ラグトレイン』Vo. 歌愛ユキ,稻叶昙,0.89,BV1fK4y1s7Qf,稲葉曇『ラグトレイン』Vo. 歌愛ユキ / 稻叶昙- Lagtrain (Vo. 歌爱雪),https://www.bilibili.com/video/BV1fK4y1s7Qf,稲葉曇
糖果饼干巧克力,重音テトSV,0.89,BV1f3CrYfEVA,【中日字幕/はろける】糖果饼干巧克力/キャンディークッキーチョコレート - feat. 重音テトSV,https://www.bilibili.com/video/BV1f3CrYfEVA,かた方
紫罗兰永恒花园 OP 完整版MAD Sincerely,TRUE 中日英三语字幕,0.89,BV1Qt411e7KB,紫罗兰永恒花园 OP 完整版MAD   Sincerely  ／ TRUE　中日英三语字幕,https://www.bilibili.com/video/BV1Qt411e7KB,超级挑食的阿呆
老男孩,筷子兄弟,0.89,BV19x411n7qK,老男孩——筷子兄弟,https://www.bilibili.com/video/BV19x411n7qK,走吧去环游世界
自我介绍歌,鹿乃,0.89,BV1Gt411F7LW,自我介绍歌 -鹿乃-【MusicVideo】,https://www.bilibili.com/video/BV1Gt411F7LW,鹿乃ちゃん
自言自语(埃罗芒阿老师),模仿纱雾的声音翻唱OP,0.89,BV1Bx411a75Y,模仿纱雾的声音翻唱OP-自言自语(埃罗芒阿老师),https://www.bilibili.com/video/BV1Bx411a75Y,hanser
花泽香菜~恋爱循环,演唱会上宅男的怒吼,0.89,BV15W411B71W,花泽香菜~恋爱循环-演唱会上宅男的怒吼,https://www.bilibili.com/video/BV15W411B71W,耳东水木目
莫斯科,Moskau,0.89,BV1Bt411A7RB,【中文字幕】莫斯科·Moskau,https://www.bilibili.com/video/BV1Bt411A7RB,bili_397463422
蔡依林,日不落,0.89,BV1fa411m7v3,【4K修复】蔡依林 - 日不落 MV,https://www.bilibili.com/video/BV1fa411m7v3,舒言星
蔡依林,说爱你,0.89,BV1La4y1t7Wv,【1080P修复】蔡依林 - 说爱你,https://www.bilibili.com/video/BV1La4y1t7Wv,LemoStudio
许嵩）,有何不可 Jpn. ver(cover,0.89,BV1nE411u7A2,【初音ミク】有何不可 Jpn. ver(cover：许嵩）【水琹P】,https://www.bilibili.com/video/BV1nE411u7A2,水琹P
论火影全局最好听的bgm之一,動天,0.89,BV1kC4y1W77z,论火影全局最好听的bgm之一——動天,https://www.bilibili.com/video/BV1kC4y1W77z,赖床的小盆友ikk
贝多芬病毒,Diana Bonchrva,0.89,BV1TW411R7eZ,贝多芬病毒——Diana Bonchrva,https://www.bilibili.com/video/BV1TW411R7eZ,伊佐木要想要画画
超时空要塞F,星間飛行 翻唱,0.89,BV1F14y1Y7MK,【YuNi】星間飛行 翻唱/超时空要塞F/ランカ・リー,https://www.bilibili.com/video/BV1F14y1Y7MK,YuNi_Official
这么可爱真是抱歉,可愛くてごめん 高嶺のなでしこ,0.89,BV1AD4y1L7xn,这么可爱真是抱歉／可愛くてごめん 高嶺のなでしこ,https://www.bilibili.com/video/BV1AD4y1L7xn,摸e凹喵
进击的巨人第一季主题曲,红莲之弓矢,0.89,BV1AW411A7as,进击的巨人第一季主题曲：红莲之弓矢,https://www.bilibili.com/video/BV1AW411A7as,NGGGN1
银行不妙曲,4K60FPS修复,0.89,BV1qd4y1R7Ae,【碧蓝档案】银行不妙曲-4K60FPS修复,https://www.bilibili.com/video/BV1qd4y1R7Ae,アオサワ
願い～あの頃のキミへ～,當山みれい (当山真玲) 中日字幕,0.89,BV15U4y1B7qa,願い～あの頃のキミへ～-當山みれい (当山真玲) 中日字幕,https://www.bilibili.com/video/BV15U4y1B7qa,J丶Rain
"黄勇,任浩铭",你看到的我 (DJ版),0.89,BV1L5411J7BN,"黄勇,任浩铭 - 你看到的我 (DJ版)",https://www.bilibili.com/video/BV1L5411J7BN,悲伤诗請意画
HATSUNE MIKU EXPO,Yunosuke,0.88,BV1EK4y1z7St,【MIKU EXPO 10th】Intergalactic Bound by Yunosuke & CircusP feat. Hatsune Miku,https://www.bilibili.com/video/BV1EK4y1z7St,初音未来_Crypton
Jazz,,0.88,BV1db411478b,【Queen中字】世界上最嗨的歌Don't Stop Me Now (16 mm 胶片修复),https://www.bilibili.com/video/BV1db411478b,杰杰子在线
karma is a bitch,,0.88,BV17W411o7vG,已失效视频,https://www.bilibili.com/video/BV17W411o7vG,小8音乐秀
LOVE,,0.88,BV1aL411n7tQ,【鏡音リン・初音ミク】ねぇねぇねぇ。 (呐呐呐。)【ピノキオピー】,https://www.bilibili.com/video/BV1aL411n7tQ,ピノキオピー_official
Music,,0.88,BV19y4y1x7mA,"Carry me off Sour式 初音miku,巡音luka,鏡音rin,弱音haku,重音teto[2021MV]",https://www.bilibili.com/video/BV19y4y1x7mA,pizacg
Real me,米库喵 编曲：米库喵 作词：Kariko 演唱：22娘（幽舞越山）、33娘（hanser） 混音：Digifan 录音：801录音鸽 影像：dd（Alice映画） 立绘：鹿球球（Alice映画） 策划：大家的音乐姬&凉果,0.88,BV1dC4y1a7ZG,【登乐V计划】主题曲 Real me 打破定义 你就是你想要的样子！,https://www.bilibili.com/video/BV1dC4y1a7ZG,登乐V计划
Virtual Popstar,,0.88,BV1E4411z7iQ,"【初音未来,镜音铃,KAITO】擂台的炽天使【Mitchie M】",https://www.bilibili.com/video/BV1E4411z7iQ,MitchieM
ゆかりあかりフェス！奏 2018,,0.88,BV1bW411r7XU,【紲星あかり】Akari来了哦【GYARI（ココアシガレットP）】,https://www.bilibili.com/video/BV1bW411r7XU,阿赫official
カタオモイ,,0.88,BV1eo4y177xB,【AI友利奈绪】单相思,https://www.bilibili.com/video/BV1eo4y177xB,我永远喜欢友利奈绪丶
カワイ子ぶってるったって カワイく見られたいんだし！ヽ(｀Д´)ﾉ,成海聖奈(CV：雨宮天) ❤作词: Shito.Gom,0.88,BV1kx411j7Kr,【HB Azu】可愛くなりたい（想变可爱！）【眠木亚】,https://www.bilibili.com/video/BV1kx411j7Kr,眠木亚MinKi
ダイダイダイダイダイキライ,,0.88,BV1vqQUYYEmg,【初音ミクVS重音テト】超级超级超级超级超级讨厌【雨良 Amala】【授权转载】,https://www.bilibili.com/video/BV1vqQUYYEmg,句号_OvO
プロジェクトセカイ カラフルステージ！ feat. 初音ミク,初音ミク」で見ることのできる3DMV『にっこり^^調査隊のテーマ』ゲームサイズを公開！ 『にっこり^^調査隊のテーマ』 作詞：じーざす 作曲：じーざす 公式サイト：https,0.88,BV1gb4y1n7rQ,【中文CC字幕】【ワンダーランズ×ショウタイム × 初音ミク】にっこり^^調査隊のテーマ（笑容^^调查队的主题曲）【3DMV／『世界计划 多彩舞台』主题原创曲】,https://www.bilibili.com/video/BV1gb4y1n7rQ,Project_SEKAI资讯站
不信比来长下泪，开箱验取石榴裙。,PoKeR,0.88,BV1Gi4y1K7Hr,【赤羽原创】千秋梦【忘川风华录】,https://www.bilibili.com/video/BV1Gi4y1K7Hr,忘川风华录
不可思議のカルテ,,0.88,BV1Hf4y1S7VA,【3D环绕大合唱】不可思議のカルテ（立体声加强版）（青春猪头少年不会梦到兔女郎学姐）,https://www.bilibili.com/video/BV1Hf4y1S7VA,卫藤雪亲王
世末积雨云,《世末积雨云》av1579079,0.88,BV1Qs411k7Qv,【乐正绫原创】世末歌者【PV付/COSMOSⅡ】,https://www.bilibili.com/video/BV1Qs411k7Qv,COPY
买买买,@MUE ---------- staff 填词&策划： 景辉 调教： 提莫 混音： 小猪P PV： 毛腿猪兔子 协力： AWP丨树懒 ---------- 一首“反其意而行之”的曲子,0.88,BV1g7411b7Ux,不 买 立 省 百 分 百,https://www.bilibili.com/video/BV1g7411b7Ux,景辉_Irony
交换无名指金色的契约,A路人 翻唱：封茗囧菌,0.88,BV13b41117mb,☆勾指起誓☆ 英语版 【封茗囧菌/A路人】感人的承诺不分语言，不分国界~！,https://www.bilibili.com/video/BV13b41117mb,A路人
你,,0.88,BV1KJ411C7Y1,流年如歌【2020拜年祭单品】,https://www.bilibili.com/video/BV1KJ411C7Y1,纳兰寻风
假日Project,Nicamoq 中文填词：St_色太 中文翻唱：Hanser AV19401953,0.88,BV1PW411E7aS,【Yunomi】インドア系ならトラックメイカー【MV】,https://www.bilibili.com/video/BV1PW411E7aS,Yunomi_official
劣等上等,及舞蹈！ 镜音双子十周年生日快乐！ 为大家展现难得一见的姬雏成熟的一面！姬雏的舞台才刚刚开始！大家准备好跟上了吗？ ------------------------------------------ 演唱：田中姬&铃木雏 导演（监督）：ChangSang 音乐director：てつぴっぴ 舞蹈指导：明香里＆夕香里 fromATY 演技指导&摄影：奉日本先生,0.88,BV1kW411f7h5,HIMEHINA『劣等上等（Cover）』MV,https://www.bilibili.com/video/BV1kW411f7h5,田中姬铃木雏Official
发光小孩,ELMABEATS 混音,0.88,BV12y4y1v7td,我是小屁孩怎么了！！,https://www.bilibili.com/video/BV12y4y1v7td,尤超白
吃,世界第一的吃货殿下 视频,0.88,BV1Jx411F7tf,【洛天依】千年食谱颂 原曲+PV 【H.K.君】,https://www.bilibili.com/video/BV1Jx411F7tf,平安夜的噩梦
回首过去几年，曾经发生过许多事情…我希望对girls时的自己传达要好好反省。,,0.88,BV18W41167g4,【Miume・MARiA・217】响喜乱舞（響喜乱舞）【舞见 第8弹!!!】,https://www.bilibili.com/video/BV18W41167g4,GARNiDELiA
大喜,殇小谨 作词：假寐 编曲：于瑾 和声编写：殇小谨 古筝：紫格 琵琶：团团子 二胡：二胡妹 笛子：囚牛 小提琴,0.88,BV1Ri4y1T7md,【泠鸢·原创】大喜【国风电音+舞蹈】欢迎二创~！,https://www.bilibili.com/video/BV1Ri4y1T7md,泠鸢yousa
大小姐和大少爷的反派生涯,av18035823 娱乐作品,0.88,BV1Jb41167xC,【辉夜大小姐/手书】辉夜大小姐和白银大少爷的反派生涯,https://www.bilibili.com/video/BV1Jb41167xC,今日一叶不知秋
天下纷争莫若棋局一场，临兵斗者皆阵列前行。良有一象，助公称王。,陈亦洺,0.88,BV1z4411q74Y,【赤羽原创】天下局【忘川风华录】,https://www.bilibili.com/video/BV1z4411q74Y,忘川风华录
太阳系DISCO,）』MV,0.88,BV1nW411r7mW,HIMEHINA『太阳系DISCO（Cover）』MV,https://www.bilibili.com/video/BV1nW411r7mW,田中姬铃木雏Official
好想和大家见面啊,GOHGO Download‐‐‐‐‐‐‐‐‐‐‐ 乐曲配信中：https,0.88,BV12K411K7cp,HIMEHINA『Mr.VIRTUALIZER』MV,https://www.bilibili.com/video/BV12K411K7cp,田中姬铃木雏Official
安娜的橱窗,封茗囧菌 策划,0.88,BV15W411E7Qh,【封茗囧菌】安娜的橱窗（半木生）,https://www.bilibili.com/video/BV15W411E7Qh,封茗囧菌
小鹿乱撞,,0.88,BV1bb411W7CA,【欣小萌】是你的学妹吗?❤️小鹿乱撞~,https://www.bilibili.com/video/BV1bb411W7CA,-欣小萌-
恋爱循环,会中 我再次演唱了《恋爱循环》 感觉很适合今天这个日子呢 祝大家节日快乐,0.88,BV1dR4y1c7qi,【花泽香菜自投稿】恋爱循环，再来一遍！,https://www.bilibili.com/video/BV1dR4y1c7qi,花泽香菜
恶魔之子,,0.88,BV1VT4y117bK,已失效视频,https://www.bilibili.com/video/BV1VT4y117bK,夏日幻听MCE
愤怒,,0.88,BV1HW411T741,【洛天依原创曲】绝体绝命【PV付】,https://www.bilibili.com/video/BV1HW411T741,阿良良木健
我,,0.88,BV1t34y1273b,快乐手帐【2022拜年纪单品】,https://www.bilibili.com/video/BV1t34y1273b,纳兰寻风
昔为烈士雄，今为娇子容。亲戚持酒贺父母，始知生女与男同。,塔库,0.88,BV1Gg4y1a7vg,【苍穹原创】木兰行【忘川风华录】,https://www.bilibili.com/video/BV1Gg4y1a7vg,忘川风华录
本草纲目,诗岸 曲绘：依枕云屏 视频：秦振迟 监制：诺诺小熊猫 虚拟歌手引擎 ： Synthesizer V Studio --------------------------- 原曲《本草纲目》 - 周杰伦 模仿学习了 Ayase 的编曲,0.88,BV1Fs4y1b7cN,本草纲目，但是YOASOBI风【诗岸 Cover.周杰伦/Remix】【2023虚拟歌手贺岁纪单品】,https://www.bilibili.com/video/BV1Fs4y1b7cN,GrogTony
枪火,,0.88,BV1nx411V72K,【洛天依原创曲】大小姐和大少爷的反派生涯【洛卷卷·黑洛】,https://www.bilibili.com/video/BV1nx411V72K,JUSF周存
江湖入怀,,0.88,BV12v411x7Eq,风灵玉秀,https://www.bilibili.com/video/BV12v411x7Eq,
狐妖小红娘,冥月 &amp,0.88,BV1gs411t7Yb,【Mario×冥月】若当来世【狐妖小红娘月红篇OP】,https://www.bilibili.com/video/BV1gs411t7Yb,冥月の翼
狐妖小红娘,浓缩排骨,0.88,BV1Rs411Q7Kb,【呦猫UNEKO】梦回还【狐妖小红娘王权富贵篇】,https://www.bilibili.com/video/BV1Rs411Q7Kb,呦猫UNEKO
王者荣耀,,0.88,BV1Qs411r791,【王者荣耀】RAP龙虎榜 剑仙李白，满血暴力5杀！,https://www.bilibili.com/video/BV1Qs411r791,Hello廖西
琥珀,,0.88,BV1hJ411C7W8,HIMEHINA『琥珀的身体』MV,https://www.bilibili.com/video/BV1hJ411C7W8,田中姬铃木雏Official
盗梦空间,祖娅纳惜 & 漆柚: av24223687 词,0.88,BV1CW411P75z,【洛天依、言和原创曲/PV付】反派死于话多【iKz】(真实童话 Act.3),https://www.bilibili.com/video/BV1CW411P75z,iKz_茶壶
科学很可爱,、后期：漆柚柚柚 PV：九大帅 监制：哔哩哔哩音乐 联合出品：泛科文计划,0.88,BV1r441177GE,触摸天空（物理版）,https://www.bilibili.com/video/BV1r441177GE,二次元的中科院物理所
第一天,,0.88,BV1qL4y1i7cL,孙燕姿.[第一天].MV.官方字幕修复版 1080p,https://www.bilibili.com/video/BV1qL4y1i7cL,---今晚打老虎---
简易,,0.88,BV1Xp421o7hr,大哉乾元【2024拜年纪单品】,https://www.bilibili.com/video/BV1Xp421o7hr,哈米伦的弄笛者
红昭愿,@音阙诗听 翻唱混音视频图绘：封茗囧菌 =3=第一次听到这首歌就超喜欢！,0.88,BV1xx411E7JY,【囧菌翻唱】红昭愿,https://www.bilibili.com/video/BV1xx411E7JY,封茗囧菌
胧月,,0.88,BV1aP411G7RC,【画质修复+字幕】朧月(胧月),https://www.bilibili.com/video/BV1aP411G7RC,中门对狙第一人
虚拟小姐在注视着你,,0.88,BV1Eb411Y7Uk,HIMEHINA『人型』MV,https://www.bilibili.com/video/BV1Eb411Y7Uk,田中姬铃木雏Official
讲真的,原唱: 曾惜 简介补充: 《讲真的》 原唱：曾惜 词:黄然 曲:何诗蒙 翻唱混音和声：封茗囧菌 非常好听的歌！ 这种曲风真滴是超级喜欢了=3= =L=没有什么图做封面 就拿了一张之前的自拍23333,0.88,BV1Gp411R7qk,【囧菌翻唱】讲真的,https://www.bilibili.com/video/BV1Gp411R7qk,封茗囧菌
语言,洛天依 作词：人形兎,0.88,BV1iF411n7wg,【洛天依】梦里啥都有,https://www.bilibili.com/video/BV1iF411n7wg,苏逸_Suyi
请在这个最好的时代里去追寻你们的梦想吧,】一片永不落日的森林,0.88,BV14b411a76v,【Minecraft】一片永不落日的森林，这里就是我的世界！  [暮色森林——完结纪念],https://www.bilibili.com/video/BV14b411a76v,叶子解说世界
这一迷惑行为,TsWEITAO,0.88,BV17J411w7TX,【60fps】希儿•芙乐艾 乙女解剖（B站河蟹版）by TsWEITAO,https://www.bilibili.com/video/BV17J411w7TX,白金重工
进撃の巨人,Theishter 红石音乐为自制 场景为Project Shiganshina District (Attack on Titan) ——Planetminecraft.com http,0.88,BV1nb411T7gN,【红石音乐】红莲の弓矢,https://www.bilibili.com/video/BV1nb411T7gN,冷漠の君莫笑
道,,0.88,BV1zN411d7dG,万象霜天【2021拜年纪单品】,https://www.bilibili.com/video/BV1zN411d7dG,忘川风华录
预祝七夕,,0.88,BV1QW41197HW,花泽香菜&钉宫理惠 合唱『 恋爱循环』,https://www.bilibili.com/video/BV1QW41197HW,沐艾菌
#干杯十周年##bilibili音乐#中V9人版 av56911215,原创编舞,0.77,BV1Bx411o7WB,2233娘的奇妙冒险！B站十周年应援曲~To B Continued~(Feat.GUMI)【bilibili音乐】,https://www.bilibili.com/video/BV1Bx411o7WB,大家的音乐机
(」・ω・)」うー！(,,0.77,BV1Pa411g7o7,【YuNi】太陽曰く燃えよカオス翻唱,https://www.bilibili.com/video/BV1Pa411g7o7,YuNi_Official
*亲爱的Neuro sama，生日快乐。* 感谢@存粉pp 用心制作的视频，希望每个人都能看到。 全世界最棒的AI主播Neuro,,0.77,BV1ok4y1Q7jq,【Neuro手书】Neuro sama一周年生日祝贺手书【ニア】,https://www.bilibili.com/video/BV1ok4y1Q7jq,Neuro21烤肉组
*真帅吧* 全世界最好的AI主播Neuro,sama，将带领着蜂群席卷整个互联网！ 原作者,0.77,BV1Va4y1C7rk,【双子歌回】⚡劣⚡等⚡上⚡等⚡,https://www.bilibili.com/video/BV1Va4y1C7rk,Neuro21烤肉组
1,,0.77,BV1ix411c7Ye,【穿越】绿光,https://www.bilibili.com/video/BV1ix411c7Ye,小太
6月份的时候出过一期DJ Okawari的 Luv Letter (av54628406) ，这次带来的是碗叔的另一首脍炙人口的作品,,0.77,BV11E411d7Jc,终于弹了这首 花之舞 Flower Dance 无伴奏钢琴版 DJ Okawari【超高清音质】,https://www.bilibili.com/video/BV11E411d7Jc,BiBiPiano
8年间我们一起经历了许多，有欢乐也有悲伤，有相遇自然也有别离，但曾相处的日子永远那么辉光闪耀。 感谢你成为我的光芒，而我也会是你万分之一的光。 音乐,ChiliChill 贝斯,0.77,BV1Tp4y1S7cu,【洛天依原创曲】万分之一的光,https://www.bilibili.com/video/BV1Tp4y1S7cu,洛天依
BGM,,0.77,BV157411M7kz,快 放 我 下 车！,https://www.bilibili.com/video/BV157411M7kz,Devil青酱
bgm,耍把戏,0.77,BV1Ne4y197WK,【海绵宝宝】耍把戏,https://www.bilibili.com/video/BV1Ne4y197WK,黄方块和粉星星a
BGM,Gavin Degraw,0.77,BV1Vb41177ud,【漫威/DC/踩点/1080p】前方高能！使人起鸡皮疙瘩的踩点与衔接的视觉盛宴！,https://www.bilibili.com/video/BV1Vb41177ud,轩龙鸽鸽
BGM,开头清唱是于梓贝的翻唱，后面是杨千嬅的原唱 感谢大家的观看！,0.77,BV1FJ411V7gy,【处处吻】 愣着干嘛 进来白嫖啊,https://www.bilibili.com/video/BV1FJ411V7gy,一本正经的小方
BGM,Nevada,0.77,BV1yJ411p7wx,轻松愉快！勾起你对动漫回忆的老婆混剪！,https://www.bilibili.com/video/BV1yJ411p7wx,二代二代
BGM,Good Time 歌手,0.77,BV1cJ411z7PN,Good Time,https://www.bilibili.com/video/BV1cJ411z7PN,二代二代
BGM,穷开心 pv,0.77,BV12W411j7cH,【马化腾】穷开心,https://www.bilibili.com/video/BV12W411j7cH,浅笑安然呐
From开眼视频 原地址https,youtu.be,0.77,BV1vx411S7qF,退休奥巴马实力翻唱［Shape of you］,https://www.bilibili.com/video/BV1vx411S7qF,莫名7妙の木医
hanser,,0.77,BV1zp4y1W7qf,吉祥话【2021拜年纪单品】,https://www.bilibili.com/video/BV1zp4y1W7qf,hanser
http,UP改编+唱 本家av345458 …其实比起委员会，我更加喜欢这一作呢，不过目前大家翻唱都好少的样子。中文词基本还原日文原意，搞不太懂这歌内容的童鞋可以看看yousa的理解。……那~~~想得到永远的幸福么？可以的哟~【掩嘴ww MP3地址,0.77,BV1Wx411F7US,【泠鸢】找到了！永远幸福的方法（中文版）,https://www.bilibili.com/video/BV1Wx411F7US,泠鸢yousa
http,v.yinyuetai.com,0.77,BV1rx411h7jW,Nightwish  I Want My Tears Back 现场版 中英字幕,https://www.bilibili.com/video/BV1rx411h7jW,任意妄为的老夫
https,www.nicovideo.jp,0.77,BV1phhHz8EPF,【初音ミク】いますぐ輪廻（即刻轮回）【なきそ】,https://www.bilibili.com/video/BV1phhHz8EPF,珠紫MuRaSaKi
https,www.youku.com,0.77,BV1M4411z7Uh,【Dymy音樂組】【MV】【強風吹拂 OP】,https://www.bilibili.com/video/BV1M4411z7Uh,贪心ZHI
https,www.youtube.com,0.77,BV1wR4y1z7Bn,【4K超高清】FREELY TOMORROW,https://www.bilibili.com/video/BV1wR4y1z7Bn,SILVIA____
https,www.twitch.tv,0.77,BV1ZK4y1q7CV,【Evil-Neuro/歌回】giligili爱 ！いけないボーダーライン,https://www.bilibili.com/video/BV1ZK4y1q7CV,苇名宋飞飞
https,twitter.com,0.77,BV1M64y1n7Xv,Camp Maki,https://www.bilibili.com/video/BV1M64y1n7Xv,Arisu_archive
https,youtube.com,0.77,BV1LZ4y1k7Lw,【鲨鱼宝宝小古拉】Good Time,https://www.bilibili.com/video/BV1LZ4y1k7Lw,澄田花苗
https,youtu.be,0.77,BV1j5411V74M,钻石裂痕 (ダイアモンド クレバス) 4K 超高清画质 AI升级,https://www.bilibili.com/video/BV1j5411V74M,沙理戰-動漫遊戲頻道-
https,www.pixiv.net,0.77,BV1wB4y1v7ps,New Soul,https://www.bilibili.com/video/BV1wB4y1v7ps,澄田花苗
https,steamcommunity.com,0.77,BV1iU4y1E7rZ,Counting Stars,https://www.bilibili.com/video/BV1iU4y1E7rZ,澄田花苗
https,bangumi.bilibili.com,0.77,BV12x41147jL,很少人知道的一首很让人震撼的op,https://www.bilibili.com/video/BV12x41147jL,沉默寡言白河愁
https,v.qq.com,0.77,BV1Mx411t7Hj,炮姐第一神曲，最美现场版,https://www.bilibili.com/video/BV1Mx411t7Hj,简子ya
MIKU生日快乐! 本来是在31号24点前做完的，谁知道渲染出毛病了导致我白渲染了一个小时呜呜呜，只能晚一天了( ‘,ωก̀ ) 本视频包括但不限于,0.77,BV1yU4y1B7yM,你是一棵一棵一棵葱啊啊啊！,https://www.bilibili.com/video/BV1yU4y1B7yM,LAB-04
Miume・MARiA・217舞见 第4弹！ 编舞,Miume 服装设计,0.77,BV1us41137Fd,【Miume・MARiA・217】极乐净土（極楽浄土）【舞见 第4弹!!!】,https://www.bilibili.com/video/BV1us41137Fd,GARNiDELiA
Music,ChiliChill Movie,0.77,BV1Qc411h7Ys,【洛天依原创】我的悲伤是水做的,https://www.bilibili.com/video/BV1Qc411h7Ys,YuH_ChiliChill
